mar_diminutif,prod_code,pro_cdA,prodA_designation,CA,CaRea,prod_id,prod_designation,mont25
Eclairage,ECC17,,,,,252384,Remplacement de Porte-fusible,6363.0
Eclairage,ECC20,,,,,252830,Remplacement de Platine dalimentation,42418.0
Eclairage,ECC21,,,,,252536,Remplacement de un plot de jalonnement,41873.0
Eclairage,ECC22,,,,,252800,Remplacement de Une ligne entre 2 plots de jalonnement,8455.0
Eclairage,ECC30,,,,,252738,Changement de source Luminaire tunnel  la prestation comprend la mise à disposition dune nacelle,41012.0
Eclairage,ECC31,,,,,252842,Changement de source Éclairage en issue,36417.0
Eclairage,ECC32,,,,,252806,Changement de source Éclairage en niche,5389.0
Eclairage,ECC33,,,,,252390,Changement de source Éclairage dun local,63728.0
Eclairage,ECC35,,,,,252702,Changement de source Luminaire éclairant un panneau de signalisation y compris nacelle,8108.0
Eclairage,ECC42,,,,,252482,Confection dune platine dalimentation en atelier,4606.0
Eclairage,ECC50,,,,,252420,Recherche de défaut sur Système déclairage en tunnel de nuit nacelle incluse,181149.0
Eclairage,ECC51,,,,,252412,Recherche de défaut sur Système déclairage LED en tunnel de nuit nacelle incluse,5667.0
Eclairage,ECC54,,,,,252724,Recherche de défaut sur Système déclairage en issue de secours. en niche. en local technique ou au PCTT nacelle non prévue,4035.0
Eclairage,ECD02,,,,,252780,Forfait annuel de pilotage de marché (fiche CCTP n°2),341581.0
Eclairage,ECD03,,,,,252608,Etude mineure (Fiche CCTP n°7),22850.0
Eclairage,ECD04,,,,,252422,Etude majeure (Fiche CCTP n°7),29526.0
Eclairage,ECD07,,,,,252598,Nacelle avec chauffeur pour une nuit de fermeture (5h effectives),18083.0
Eclairage,ECD08,,,,,252642,Plus value aux prix de maintenance préventive et curative qui ne sont pas indiqués comme étant de nuit. pour effectuer les prestations de nuit,117115.0
Eclairage,ECD09,,,,,252392,Plus value pour mise en place dun échafaudage,6907.0
Eclairage,ECF20,,,,,252652,Fourniture dun luminaire  Type : 2*TL5 36W « PHILIPS » réf : TCW 216 ou équivalent,10557.0
Eclairage,ECF21,,,,,252550,Fourniture dun luminaire  Type : 2*TL5 54W « PHILIPS » réf : TCW 216 ou équivalent,7118.0
Eclairage,ECF27,,,,,252614,Fourniture dun luminaire FV3 orientable. simple source SHP 70 à 150W  Type « COMATELEC »,4050.0
Eclairage,ECF30,,,,,252790,Fourniture dun luminaire TubePoint gen2 médium BGP236 de 230W  Type « Philips »,59415.0
Eclairage,ECF32,,,,,252718,Fourniture dune platine dalimentation avec ballast ferromagnétique pour Sodium Haute Pression 70W,8326.0
Eclairage,ECF33,,,,,252720,Fourniture dune platine dalimentation avec ballast ferromagnétique pour Sodium Haute Pression 100W,12971.0
Eclairage,ECF48,,,,,252798,Fourniture dun plot de jalonnement - Type 1821. 1810 Périphérique. double face « VEZON » ou « LEC »,26317.0
Eclairage,ECF51,,,,,252776,Fourniture de câble CR1C1 2G 1.5mm²,5357.0
Eclairage,ECF53,,,9.0,8.0,252818,Fourniture dune source sodium Haute Pression 70W  type : MASTER SON-T APIA Xtra « PHILIPS »,14342.0
Eclairage,ECF54,,,10.0,9.0,252788,Fourniture dune source sodium Haute Pression 100W  type : MASTER SON-T APIA Xtra « PHILIPS »,21489.0
Eclairage,ECF55,,,,,252666,Fourniture dune source sodium Haute Pression 150W  type : MASTER SON-T APIA Xtra « PHILIPS »,3236.0
Eclairage,ECF56,,,5.0,4.0,252650,Fourniture dune source sodium Haute Pression 250W  type : MASTER SON-T APIA Xtra « PHILIPS »,6288.0
Eclairage,ECF57,,,11.0,11.0,252616,Fourniture dune source sodium Haute Pression 400W  type : MASTER SON-T APIA Xtra « PHILIPS »,12005.0
Eclairage,ECF59,,,2.0,2.0,252742,Fourniture dun tube fluorescent 36W,5811.0
Eclairage,ECF63,,,,,252476,Fourniture dune boîte de dérivation normale  Type 01N4017020E0 « MARECHAL »,4929.0
Eclairage,ECF64,,,,,252566,Fourniture dune boîte de dérivation normale  Type Coffret de dérivation « BONNEAU »,5622.0
Eclairage,ECF65,,,,,252634,Fourniture dune boîte de dérivation résistante au feu  Type 91151 « MARECHAL »,3370.0
Eclairage,ECF77,,,,,252408,Fourniture dun projecteur LED  3200 lumen,2258.0
Eclairage,ECF78,,,,,252766,Fourniture dune bande LED. 41cm. surmoulé  Type : « JCL Lighting »,32515.0
Eclairage,ECF79,,,,,252670,Fourniture dune alimentation pour bande LED 41cm. 230V/12V  Type : « JCL Lighting »,15900.0
Eclairage,ECF81,,,,,252618,Fourniture dun luminaire Tube IP65. 1 tube. 120cm  type « VISIOLED »,47610.0
Eclairage,ECF82,,,,,252722,Fourniture dun luminaire Tube IP65. 2 tubes. 120cm  type « VISIOLED »,17341.0
Eclairage,ECF83,,,,,252746,Fourniture dun luminaire Tube IP65. 2 tubes. 150cm  type « VISIOLED »,5552.0
Eclairage,ECF84,,,,,252518,Fourniture dun bloc autonome d'éclairage de sécurité,11580.0
Eclairage,ECF85,,,,,252688,Fourniture dun luminaire extérieur 32W  Type : Hublot Chartres « CEGLA »,3949.0
Eclairage,ECF91,,,,,315028,Fourniture d'un lot de 10 tubes fluo type : Lynx-L36W840 2G11 / 36W / Longueur : 417mm Durée de vie : 16000hrs ou équivalent,8424.0
Eclairage,ECPB12,ECNE,Nettoyage préventif ECLAIRAGE,8.0,8.0,252826,Nettoyage préventif ECLAIRAGE Pour un sens tunnel du tunnel de Chennevières,8398.0
Eclairage,ECPB53,ECPR,Remplacement systématique ECLAIRAGE,11.0,0.0,252824,Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Ambroise Paré,11629.0
Eclairage,ECPB54,ECPR,Remplacement systématique ECLAIRAGE,12.0,12.0,252438,Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Chennevières,12051.0
Eclairage,ECPB55,ECPR,Remplacement systématique ECLAIRAGE,7.0,7.0,252382,Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Chennevières,7019.0
Eclairage,ECPB56,ECPR,Remplacement systématique ECLAIRAGE,11.0,0.0,252474,Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Chennevières,11375.0
Eclairage,ECPB64,ECPR,Remplacement systématique ECLAIRAGE,4.0,0.0,252434,Remplacement systématique des sources ECLAIRAGE RENFORT  Saint-Cloud  sens W,4448.0
Eclairage,ECPB65,ECPR,Remplacement systématique ECLAIRAGE,5.0,0.0,252754,Remplacement systématique des sources ECLAIRAGE RENFORT  Saint-Cloud  sens Y,5083.0
Eclairage,ECPB66,ECPR,Remplacement systématique ECLAIRAGE,36.0,18.0,252540,Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Bellerive,18302.0
Eclairage,ECPB67,ECPR,Remplacement systématique ECLAIRAGE,16.0,0.0,,,
Eclairage,ECPB68,ECPR,Remplacement systématique ECLAIRAGE,12.0,0.0,252792,Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Bellerive,12392.0
Eclairage,ECPE10,ECPR,Remplacement systématique ECLAIRAGE,89.0,58.0,252740,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Thiais,91090.0
Eclairage,ECPE16,ECPR,Remplacement systématique ECLAIRAGE,125.0,81.0,252584,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Nogent,127110.0
Eclairage,ECPE18,ECPR,Remplacement systématique ECLAIRAGE,12.0,12.0,252714,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Boissy,12156.0
Eclairage,ECPE58,ECPR,Remplacement systématique ECLAIRAGE,28.0,28.0,252802,Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel Champigny,28120.0
Eclairage,ECPE60,ECPR,Remplacement systématique ECLAIRAGE,20.0,19.0,252500,Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel Champigny,20589.0
Eclairage,ECPE61,ECPR,Remplacement systématique ECLAIRAGE,18.0,17.0,252770,Remplacement systématique des sources ECLAIRAGE RENFORT  Pour un sens du tunnel Champigny,18731.0
Eclairage,ECPE62,ECPR,Remplacement systématique ECLAIRAGE,98.0,0.0,,,
Eclairage,ECPN01,ECNP,Nettoyage des Plots de jalonnement,20.0,8.0,252698,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Bobigny,17404.0
Eclairage,ECPN02,ECNP,Nettoyage des Plots de jalonnement,,,252644,Nettoyage des Plots de jalonnement Pour un sens du tunnel  de Lumen Norton,2784.0
Eclairage,ECPN04,ECNP,Nettoyage des Plots de jalonnement,,,252378,Nettoyage des Plots de jalonnement Pour un sens du tunnel de La Courneuve,2784.0
Eclairage,ECPN05,ECNP,Nettoyage des Plots de jalonnement,14.0,6.0,252458,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Landy,12434.0
Eclairage,ECPN06,ECNP,Nettoyage des Plots de jalonnement,,,252448,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Taverny,2784.0
Eclairage,ECPN16,ECNE,Nettoyage préventif ECLAIRAGE,6.0,6.0,252450,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de La Courneuve,6469.0
Eclairage,ECPN50,ECPR,Remplacement systématique ECLAIRAGE,32.0,0.0,,,
Eclairage,ECPN53,ECPR,Remplacement systématique ECLAIRAGE,25.0,25.0,252648,Remplacement systématique des sources ECLAIRAGE NUIT + SECOURS Pour un sens du tunnel de Lumen Norton,25927.0
Eclairage,ECPN59,ECPR,Remplacement systématique ECLAIRAGE,,,252600,Remplacement systématique des sources Eclairage Viaduc Pour un sens du tunnel de Lumen Norton,4448.0
Eclairage,ECPN66,ECPR,Remplacement systématique ECLAIRAGE,9.0,0.0,,,
Eclairage,ECPN68,ECPR,Remplacement systématique ECLAIRAGE,10.0,10.0,252564,Remplacement systématique des sources ECLAIRAGE JOUR + EXTERIEUR Pour un sens du tunnel de Taverny,10104.0
Eclairage,ECPS01,ECNP,Nettoyage des Plots de jalonnement,4.0,2.0,252734,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Bicêtre,5417.0
Eclairage,ECPS02,ECNP,Nettoyage des Plots de jalonnement,,,252572,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Antony,2388.0
Eclairage,ECPS03,ECNP,Nettoyage des Plots de jalonnement,,,252816,Nettoyage des Plots de jalonnement Pour un sens du tunnel de Orly,3201.0
Eclairage,ECPS05,ECNP,Nettoyage des Plots de jalonnement,,,252506,Nettoyage des Plots de jalonnement Pour un sens du tunnel  dItalie,3250.0
Eclairage,ECPS10,ECNE,Nettoyage préventif ECLAIRAGE,9.0,9.0,252710,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel de Bicêtre,9961.0
Eclairage,ECPS14,ECNE,Nettoyage préventif ECLAIRAGE,6.0,6.0,252556,Nettoyage préventif ECLAIRAGE BASE Pour un sens du tunnel de Orly,6739.0
Eclairage,ECPS18,ECNE,Nettoyage préventif ECLAIRAGE,2.0,2.0,252446,Nettoyage préventif ECLAIRAGE Pour un sens du tunnel dItalie,3433.0
Eclairage,EP206,EP,Remplacement systématique,3.0,0.0,,,
Eclairage,EP216,EP,Remplacement systématique,3.0,0.0,,,
Eclairage,EP240,EP,Remplacement systématique,5.0,0.0,,,
Eclairage,EP241,EP,Remplacement systématique,5.0,0.0,,,
Eclairage,EP242,EP,Remplacement systématique,5.0,0.0,,,
Eclairage,EP245,EP,Remplacement systématique,3.0,0.0,,,
Eclairage,EP250,EP,Remplacement systématique,8.0,0.0,,,
Eclairage,EP251,EP,Remplacement systématique,8.0,0.0,,,
Eclairage,EP252,EP,Remplacement systématique,8.0,0.0,,,
Eclairage,EP255,EP,Remplacement systématique,3.0,0.0,,,
FERASS,RAD FS 132,,,,,189750,Technologie Sirius Est: détecteur CDE345AC2 - 2 voies parallèle AC de marque SIAT,33927.0
FERASS,RAD FS 137,,,,,189876,Technologie Sirius Est: détecteur CDE345ACP - 4 voies parallèle AC de marque SIAT,58704.0
FERASS,RAD FS 172,,,,,189596,Alimentation type MAG305 SIAT pour rack 19 3U SCC400 de langage LCR,2787.0
FERASS,RAD FS 174,,,,,189488,Carte CPU432 SIAT pour rack 19 3U SCC400 de langage LCR,5468.0
FERASS,RAD FS 176,,,,,189652,Carte détecteur locale MDB48S-L8 SIAT pour rack 19 3U SCC400 de langage LCR (8 boucles),2994.0
FERASS,RAD FS 179,,,,,189528,Carte détecteur locale MDB48S-L4 SIAT pour rack 19 3U SCC400 de langage LCR (4 boucles),3400.0
FERASS,RAD FS 182,,,,,189678,Carte COM485 SIAT pour rack 19 3U SCC400 de langage LCR,2164.0
FERASS,RAD FS 292,,,,,189530,"Modem SIRCOM GSM SFERIEL (incluant ses câbles de transmission et d'alimentation, et son antenne)",3648.0
FERASS,RAD FS 297,,,,,189764,Batterie 12V 70Ah pour station SIREDO,14217.0
FERASS,RAD FS 298,,,,,189564,UMT Zéphyr (gestion de 8 boucles),6350.0
FERASS,RAD FS 310,,,,,189854,"Fourniture d'une station solaire FARECO Zéphyr 8 boucles, composée d'une armoire en polyester étanche IP55 (745*535*300mm) avec rehausse (500*530*300mm), incluant son UMT Zéphyr, ses borniers de raccordement (boucles, énergie...), sa batterie, son régulateur, son module photovoltaïque, ses protections électriques...",47000.0
FERASS,RAD FS 315,,,,,189778,Une batterie 12V pour l'alimentation secours d'une station standard FARECO Zéphyr,4180.0
FERASS,RAD FS 317,,,,,189546,"Kit solaire 12V/20Wc FARECO, comprenant un module photovoltaïque, la structure en aluminium pour le panneau PV, le régulateur 12V/6, une batterie étanche 12V/20A, un disjoncteur de protection...",4950.0
FERASS,RAD FS 320,,,,,189810,UMT PRMX Sferiel (rack),21609.0
FERASS,RAD FS 322,,,,,189784,Détecteur PRMX Sferiel 6 boucles (MAE6),4410.0
FERASS,RAD FS 334,,,,,189858,"Fourniture d'une station solaire Sferiel PRMX 6 boucles, composée d'une armoire en inox étanche avec serrure (500*400*250), incluant son UMT, ses cartes UC, ses borniers de raccordement (boucles, énergie...), le dispositif d'alimentation et sa batterie, les protections électriques (interrupteur, disjoncteur...), les connecteurs de communication, son panneau solaire intégré et caché dans le haut de l'armoire et non démontable...",12722.0
MDIRIF,n?? de devis,MDIRIF,Marché DIRIF,231.0,146.0,153140,Montant HT ?? commander,536372.0
MEC2,DFP1,DFP,MP barrière,25.0,19.0,189129,Prestation forfaitaire de maintenance préventive des platines du dispositif de fermeture physique,22041.0
MEC2,DFP2,DFP,MP barrière,34.0,25.0,189117,Prestation forfaitaire de maintenance Préventive dune barrière (tourelle + lisse) et du coffret de commande local,28858.0
MEC2,DFP3,DFP,MP barrière,,,189143,Intervention forfaitaire de maintenance corrective du dispositif de fermeture physique,18972.0
MEC2,DFP39,,,,,189151,Remplacement dun feu de lisse ou dune bavette,6270.0
MEC2,DFP4,,,,,189161,Intervention de maintenance curative du dispositif de fermeture physique,3175.0
MEC2,EC C 001,,,,,135171,"Identification de l`element defectueux.Ce prix remunere la recherche de l`element defectueux sur un equipement, fourniture de pieces pour un total inferieur a 150 euros ainsi que son remplacement immediat",30070.0
MEC2,EC C 002,,,,,135165,"Consignation & deconsignation d`une installation HT.Ce prix remunere la realisation d`une consignation et d`une deconsignation pour le compte de la DIRIF, sauf pour les propres besoins du titulaire",3601.0
MEC2,EC C 003,,,,,135183,Basculement d`une branche de reseau HT SIRIUS.Ce prix remunere le basculement de reseau pour d`autres besoins que le correctif et la continuite d`exploitation,10114.0
MEC2,EC C 010,,,,,135277,"Realisation de tranchee - Creation d`une tranchee de largeur inferieure a 70 cm.Ce prix remunere la creation d`une tranchee de largeur inferieure a 70 cm et de profondeur inferieure a 1,30 m dans un terrain meuble.",23040.0
MEC2,EC C 011,,,,,135209,"Scellement beton lineaire pour reparation, protection, securisation de cable",4158.0
MEC2,EC C 015,,,,,135311,"Nettoyage d`une chambre et desinfection eventuelle.
Ce prix remunere le nettoyage, la desinfection eventuelle a 1m autour de la chambre, l`evacuation et le traitement des dechets.",3074.0
MEC2,EC C 017,,,,,135251,"Drainage de chambre
Ce prix remunere le nettoyage et le percement de la chambre, mise en place de gravier en fond de chambre et geotextile puis terrassement des abords et mise en place d`un tuyau d`evacuation.",17600.0
MEC2,EC C 018,,,,,135321,"Desensablement d`une chambre de tirage a l`aide d`un camion aspirateur approprie.Ce prix remunere le mise a disposition d`un camion aspirateur avec son chauffeur, ainsi que le transport et le traitement des elements aspires",3410.0
MEC2,EC C 020,,,,,135211,Reprise ponctuelle d`un chemin de cable y compris fourniture du materiel et mise en oeuvre des moyens d`acces,103648.0
MEC2,EC C 030,,,,,135239,Recherche de defaut sur cable HT par mesure de continuite sans essais dielectrique,4067.0
MEC2,EC C 031,,,,,135323,Recherche de defaut sur cable BT par mesure de continuite sans essais dielectrique,60099.0
MEC2,EC C 032,,,,,135263,Recherche defaut sur supports transmission cuivre par mesure continuite et affaiblissement,78432.0
MEC2,EC C 033,,,,,135237,Recherche de defaut sur supports optique par mesure de niveau d`affaiblissement optique,19932.0
MEC2,EC C 035,,,,,135215,Reparation de defaut sur les supports optique par soudure,5004.0
MEC2,EC C 036,,,,,135305,"Realisation d`Essais dielectriques avec enregistrement courbes U et I, controle d`isolement, contrôle des continuites de phases et d`ecran, courbes echo-metriques, estimation des longueurs, fourniture de rapport d`intervention et graphique",14339.0
MEC2,EC C 038,,,,,135227,Reparation d`un cable AP de type composite (cuivre /fibre optique) pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,8940.0
MEC2,EC C 039,,,,,135217,"Reparation d`un cable AP de type composite (cuivre /FO) avec un cable AP compose de 2 cables, l`un cuivre et l`autre fibre optique, pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement",11708.0
MEC2,EC C 040,,,,,135297,Reparation d`un cable AP cuivre ou d`un cable REX pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,4227.0
MEC2,EC C 041,,,,,135225,Reparation d`un cable AP de type homogene fibre optique  pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,36540.0
MEC2,EC C 042,,,,,135275,"Reparation d`un cable de type AS, AD ou coaxial pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement",32334.0
MEC2,EC C 043,,,,,135219,Reparation d`un cable de type 16 paires serie 93  pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,8901.0
MEC2,EC C 044,,,,,135243,Reparation d`un cable inferieur ou egal a 16 paires pouvant aller jusqu`a la realisation baguette de 2 metres incluant la fourniture des moyens de raccordement,3447.0
MEC2,EC C 046,,,,,135245,"Reparation d`un cable BT U1000RO2V section 2,5 a 16 mm² pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement",27193.0
MEC2,EC C 047,,,,,135203,Reparation d`un cable BT U1000R02V section 25 a 95 mm²  pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,77856.0
MEC2,EC C 048,,,,,135313,Reparation d`un cable HT pouvant aller jusqu`a la realisation d`une baguette de 2 metres incluant la fourniture des moyens de raccordement,18722.0
MEC2,EC C 049,,,,,135199,Tirage de câbles inférieur ou égal à 3*6 mm² sur 50 mètres maximum afin dalimenter un équipement. Ce prix comprend laiguillage des fourreaux,117425.0
MEC2,EC C 050,,,,,135231,Retirage d`un cable quelques de soit sa nature en cas d`urgence imperieuse de type mode d`exploitation critique d`un tunnel ou cables sur voies,5520.0
MEC2,EC C 065,,,,,135249,"Depose et pose d`un elements electrique en TGBT (disjoncteur, sectionneur, ).Ce prix remunere le remplacement en une seule operation d`un disjoncteur",6627.0
MEC2,EC C 068,,,2.0,1.0,135301,"Ensemble depose et pose de batteries PASA/URA.Ce prix remunere le remplacement des batteries, fourniture et recyclage compris",2070.0
MEC2,EC D 001,,,,,135293,Mise a disposition de l`astreinte,23407.0
MEC2,EC D 002,EC-G,MP Générale,59.0,48.0,135205,Plus Value aux prix de la presente liste pour execution de prestations de nuit entre 22 et 06h,217231.0
MEC2,EC D 010,,,,,135269,Gestion du stock des parcs a cables,6297.0
MEC2,EC D 012,,,27.0,27.0,135309,"Visite de l`installation, reconnaissance terrain, verification des informations documentaire et du bon fonctionnement, mise a jour des gammes preventives et la fourniture d`un rapport",31339.0
MEC2,EC D 015,,,,,135207,Prestation d`etude simple suivant la fiche de prestation numero 4 du CCTP,9740.0
MEC2,EC D 016,,,,,135283,Prestation d`etude complexe suivant la fiche de prestation numero 4 du CCTP,9740.0
MEC2,EC D 020,,,,,135257,Nacelle de moins de 8m avec panier pour une duree de 8h,49288.0
MEC2,EC D 021,,,,,135223,Mise a disposition dun camion bras pour une duree de 8h,115311.0
MEC2,EC D 022,EC-G,MP Générale,8.0,8.0,237816,Accompagnement d'équipe sur les campagnes de contrôles réglementaires,13860.0
MEC2,EC F 030,,,,,135279,Fourniture de materiel suivant catalogue LEGRAND,27274.0
MEC2,EC F 031,,,,,135265,Fourniture de materiel suivant catalogue NEXANS,16677.0
MEC2,EC F 033,,,,,135221,Fourniture de materiel suivant catalogue CATU,4883.0
MEC2,EC F 034,,,,,135197,Fourniture de materiel suivant catalogue MANUTAN,26062.0
MEC2,EC P 001,VST,Visite d`installation d`un site technique,,,134719,Visite d`installation d`un poste de livraison HT et degagement des grilles d`aeration,7183.0
MEC2,EC P 002,VST,Visite d`installation d`un site technique,,,134737,Visite d`installation d`un poste d`interconnexion et degagement des grilles d`aeration,2352.0
MEC2,EC P 003,VST,Visite d`installation d`un site technique,,,134777,Visite d`installation d`un poste a coupure d`arteres et degagement grilles d`aeration,9205.0
MEC2,EC P 004,VST,Visite d`installation d`un site technique,,,134721,Maintenance preventive d`un poste de livraison HT,3130.0
MEC2,EC P 006,VST,Visite d`installation d`un site technique,,,134657,Maintenance preventive d`un poste a coupure d`Arteres HT,11650.0
MEC2,EC P 007,VST,Visite d`installation d`un site technique,5.0,5.0,134703,Visite d`installation d`un site technique type ST et degagement des grilles d`aeration,6575.0
MEC2,EC P 010,MPBT,Maintenance preventive BT,2.0,2.0,134655,Visite d`installation d`un site type SC et degagement des grilles d`aeration,3470.0
MEC2,EC P 012,MPBT,Maintenance preventive BT,17.0,13.0,134715,Maintenance preventive pour les equipements BT d`un site technique (ST),15470.0
MEC2,EC P 013,MPBT,Maintenance preventive BT,7.0,7.0,134633,Maintenance preventive d`un site technique type ST THOMSON,7560.0
MEC2,EC P 014,MPBT,Maintenance preventive BT,5.0,5.0,134691,Maintenance preventive pour les equipements BT d`un local de concentration (LC),8481.0
MEC2,EC P 015,MPBT,Maintenance preventive BT,16.0,12.0,134743,Maintenance preventive pour les equipements BT d`un site de concentration (SC).,13068.0
MEC2,EC P 025,MPTUN,Maintenance préventive des installations BT tunnel,6.0,2.0,134701,"Maintenance preventive HT tunnel LANDY (ROUTECLAIR, LANDY Nord et PASSOUDI)",3717.0
MEC2,EC P 027,MPTUN,Maintenance préventive des installations BT tunnel,12.0,5.0,134761,"Maintenance preventive des postes des tunnels Bobigny / Lumen / Norton (NORTON, LUMEN, AERATION, SP1, SP2, SP3, SP4 et SP5)",6409.0
MEC2,EC P 030,MPTUN,Maintenance préventive des installations BT tunnel,20.0,9.0,134763,Maintenance preventive des installations BT tunnel du LANDY y compris les PST Energie,10338.0
MEC2,EC P 032,MPTUN,Maintenance préventive des installations BT tunnel,38.0,18.0,134667,Maintenance preventive des installations BT des tunnels Bobigny / Lumen / Norton y compris les Points de Services en Tunnel Energie,19011.0
MEC2,EC P 033,MPTUN,Maintenance préventive des installations BT tunnel,4.0,2.0,134705,Maintenance preventive installations BT tunnel de TAVERNY y compris les PST Energie,2666.0
MEC2,EC P 034,MPTUN,Maintenance préventive des installations BT tunnel,6.0,0.0,134649,Maintenance preventive des installations BT du PCTT de Saint Denis,3982.0
MEC2,EC P 040,MPTUN,Maintenance préventive des installations BT tunnel,5.0,5.0,134751,Visite d`installation des postes HT du tunnel d`A14 secteur DEFENSE (A1 a A11),5511.0
MEC2,EC P 042,MPTUN,Maintenance préventive des installations BT tunnel,4.0,4.0,134681,"Visite d`installation des postes HT de l`echangeur A14/A86 et du tunnel A86 Nanterre (B1, B3, Hoche, A. FRANCE Faidherbes et J. QUENTIN)",4269.0
MEC2,EC P 052,MPTUN,Maintenance préventive des installations BT tunnel,10.0,0.0,134643,"Maintenance preventive des postes HT du tunnel d`A14 secteur ARCHE (B, C, D et X)",10840.0
MEC2,EC P 056,MPTUN,Maintenance préventive des installations BT tunnel,4.0,4.0,134677,"Maintenance preventive des postes HT du tunnel de Bellerive (Accacia, Breguet, stade)",4443.0
MEC2,EC P 063,MPTUN,Maintenance préventive des installations BT tunnel,24.0,24.0,134637,Maintenance preventive installations BT  du tunnel d`A14 ARCHE y compris PST Energie,24177.0
MEC2,EC P 064,MPTUN,Maintenance préventive des installations BT tunnel,21.0,21.0,134773,Maintenance preventive des installations BT echangeur A14/A86 et tunnel A86 Nanterre y compris les Points de Services en Tunnel Energie,21341.0
MEC2,EC P 065,MPTUN,Maintenance préventive des installations BT tunnel,5.0,5.0,134757,Maintenance preventive des installations BT tunnel de Neuilly y compris les PST Energie,5448.0
MEC2,EC P 066,MPTUN,Maintenance préventive des installations BT tunnel,2.0,2.0,134723,Maintenance preventive installations BT tunnel des SEVINES y compris les PST Energie,2947.0
MEC2,EC P 067,MPTUN,Maintenance préventive des installations BT tunnel,11.0,11.0,134717,Maintenance preventive installations BT du tunnel de Bellerive y compris les PST Energie,11630.0
MEC2,EC P 070,MPTUN,Maintenance préventive des installations BT tunnel,8.0,8.0,134663,Maintenance preventive installations BT tunnel de Saint Cloud y compris les PST Energie,8739.0
MEC2,EC P 071,MPTUN,Maintenance préventive des installations BT tunnel,6.0,6.0,134711,Maintenance preventive installations BT tunnel Ambroise PARE y compris les PST Energie,6401.0
MEC2,EC P 083,MPTUN,Maintenance préventive des installations BT tunnel,5.0,5.0,134779,Maintenance preventive des postes HT du tunnel de Nogent (PORT et GARE),5091.0
MEC2,EC P 086,MPTUN,Maintenance préventive des installations BT tunnel,15.0,15.0,134725,Maintenance preventive des installations BT tunnel de Nogent y compris les PST Energie,15876.0
MEC2,EC P 087,MPTUN,Maintenance préventive des installations BT tunnel,10.0,10.0,134729,Maintenance preventive installations BT tunnel de Champigny y compris les PST Energie,10214.0
MEC2,EC P 088,MPTUN,Maintenance préventive des installations BT tunnel,30.0,0.0,,,
MEC2,EC P 089,MPTUN,Maintenance préventive des installations BT tunnel,2.0,2.0,134669,Maintenance preventive des installations BT du PCTT des Ratraits (Champigny),2541.0
MEC2,EC P 102,MPTUN,Maintenance préventive des installations BT tunnel,2.0,2.0,134733,"Visite des postes HT des tunnels Bicetre et d`Italie (BLANCHE, EMBOUCHE et POTERNE)",2061.0
MEC2,EC P 112,MPTUN,Maintenance préventive des installations BT tunnel,6.0,6.0,135173,Maintenance preventive installations BT tunnels Bicetre et d`Italie y compris PST Energie,6478.0
MEC2,EC P 113,MPTUN,Maintenance préventive des installations BT tunnel,2.0,2.0,135185,Maintenance preventive des installations BT du tunnel d`Orly y compris les PST Energie,2869.0
MEC2,EC P 124,MPTUN,Maintenance préventive des installations BT tunnel,9.0,8.0,135159,Plus value aux prix precedents pour depollution des TGBT et des condensateurs a l`aide du nettoyage cryogenique.Ce prix inclus la fourniture d`un extracteur d`air lors de l`intervention afin d`evacuer la poussiere generee a minimum 20m,9173.0
MEC2,EC P 125,MPMP,Maintenance preventive masterpacks,103.0,45.0,135177,Maintenance preventive d`un jeu de trois masterpacks SCHNEIDER ou similaire,45271.0
